Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
EDGE_ONLY,TRADE_OFF,300,1209.0669,0.1671,2078.5502,0.2873,7600,6465,0,838,0,297,0,0,0,7600,6465,0,0,9198.265599999833,0.0,9198.265599999833,9877.98000000271,0.0,0.0,10.699257755234388,0.0564,0,1.514,0,1.9762,0.0064,0,0,1.4479,0.2068,0.5283,0.0018,0,33.7285,99.9919,-1.0,[99.9984- 99.9856- 99.95890666666666- 99.99842666666666- 99.99893333333334- 99.95866666666666- 99.998944- 99.9984- 99.9984- 99.9984- 99.95866666666666- 99.9984- 99.9984- 99.998944- 99.99895466666668- 99.95869333333333- 99.9984- 99.98570666666666- 99.9984- 99.9984- 99.99893333333334- 99.95885333333332- 99.99893333333334- 99.9984- 99.95872- 99.9856- 99.9856- 99.98581333333334- 99.99893333333334- 99.99896533333333- 99.99861333333332- 99.9984- 99.95866666666666- 99.9856- 99.999104- 99.9984- 99.9984- 99.95866666666666- 99.9856- 99.99893333333334- 99.95896- 99.998944- 99.9856- 99.998944- 99.99893333333334- 99.95901333333335- 99.9984- 99.99909333333333- 99.9984- 99.998944- 99.99895466666668- 99.95872- 99.9984- 99.95869333333333- 99.998944- 99.998944- 99.998944- 99.9984- 99.99893333333334- 99.999008- 99.9984- 99.9984- 99.99893333333334- 99.99893333333334- 99.98592000000001- 99.95866666666666- 99.9856- 99.9984- 99.9856- 99.9984- 99.95866666666666- 99.99893333333334- 99.95869333333333- 99.95885333333332- 99.99893333333334- 99.9856- 99.98581333333334- 99.99893333333334- 99.9856- 99.95866666666666- 99.99858666666667- 99.99893333333334- 99.99871999999999- 99.95869333333333- 99.95866666666666- 99.95866666666666- 99.95866666666666- 99.9984- 99.95866666666666- 99.95866666666666- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
